LoanID,CustomerID,LoanType,Amount,InterestRate,TermMonths,DisbursementDate
LOAN003156,CUST001466,Vehicle,539031.16,14.86,24,25/04/2024
LOAN003157,CUST001429,Vehicle,420852.03,12.58,24,06/11/2021
LOAN003158,CUST002873,Vehicle,387753.41,14.32,60,11/04/2023
LOAN003159,CUST000590,Personal,101216.52,8.5,60,2025-11-01
LOAN003160,CUST002488,Home,1359168.31,8.27,120,2022-04-17
LOAN003161,CUST002135,Vehicle,478894.5,23.07,24,2024-12-02
LOAN003162,CUST000368,Vehicle,412365.12,7.93,240,20/11/2021
LOAN003163,CUST001311,Personal,36925.94,21.77,48,06/02/2025
LOAN003164,CUST001595,Vehicle,439971.65,14.31,60,2024-05-14
LOAN003165,CUST000748,Personal,144612.64,7.97,36,2026-03-24
LOAN003166,CUST002785,Vehicle,443672.93,13.84,120,22/02/2025
LOAN003167,CUST000017,Home,1235966.24,15.27,180,2025-01-28
LOAN003168,CUST000058,Home,1537285.08,24.44,360,2023-12-24
LOAN003169,CUST002508,Personal,19888.4,8.45,60,11/01/2025
LOAN003170,CUST002352,Home,1366101.43,8.8,180,2026-03-16
LOAN003171,CUST002622,Personal,5904.35,15.97,24,2026-06-02
LOAN003172,CUST000706,Personal,148153.71,17.86,48,16/08/2022
LOAN003173,CUST000880,Home,1803857.84,15.56,360,2023-10-16
LOAN003174,CUST000852,Home,1024791.81,19.71,180,2024-03-19
LOAN003175,CUST002182,Personal,55597.84,18.34,240,2024-11-19
LOAN003176,CUST000852,Personal,136384.68,11.23,12,11/03/2023
LOAN003177,CUST001506,Vehicle,172083.63,24.24,60,15/05/2024
LOAN003178,CUST002451,Home,1286091.04,8.07,240,16/11/2025
LOAN003179,CUST001799,Home,807537.66,14.94,180,2026-03-22
LOAN003180,CUST001429,Home,1842084.74,24.23,180,11/04/2022
LOAN003181,CUST001790,Vehicle,242101.52,14.77,48,21/03/2024
LOAN003182,CUST000482,Vehicle,455914.95,17.26,36,01/12/2024
LOAN003183,CUST001148,Personal,62465.21,22.54,48,2023-02-11
LOAN003184,CUST001358,Personal,59238.14,14.68,24,07/08/2021
LOAN003185,CUST002047,Personal,50008.96,18.24,60,2024-07-25
LOAN003186,CUST001669,Vehicle,235690.16,22.1,48,25/01/2025
LOAN003187,CUST001521,Personal,78546.62,8.05,60,30/04/2023
LOAN003188,CUST002580,Personal,65541.81,18.62,240,2022-02-26
LOAN003189,CUST000919,Vehicle,170886.26,17.26,24,2026-05-17
LOAN003190,CUST001566,Vehicle,218036.32,24.54,240,2024-08-02
LOAN003191,CUST002096,Home,851109.22,15.57,240,04/03/2024
LOAN003192,CUST001347,Vehicle,148407.94,12.3,60,2025-02-27
LOAN003193,CUST000930,Vehicle,546734.41,13.27,240,03/03/2025
LOAN003194,CUST000273,Vehicle,434904.84,15.04,240,16/10/2022
LOAN003195,CUST002918,Personal,141878.27,13.41,60,2024-07-10
LOAN003196,CUST000029,Vehicle,247280.49,17.44,24,2025-04-19
LOAN003197,CUST001874,Personal,84490.1,11.84,60,2022-06-13
LOAN003198,CUST001736,Personal,16536.21,22.3,24,2022-06-16
LOAN003199,CUST001320,Personal,50603.78,18.03,240,04/10/2024
LOAN003200,CUST001103,Vehicle,315187.75,8.57,120,01/01/2024
LOAN003201,CUST001192,Vehicle,188127.16,13.72,120,25/02/2022
LOAN003202,CUST002085,Personal,17906.74,23.24,120,2022-01-02
LOAN003203,CUST001112,Vehicle,573599.12,17.42,36,22/03/2026
LOAN003204,CUST001274,Vehicle,98111.24,9.58,36,2024-05-22
LOAN003205,CUST001909,Vehicle,272228.47,24.58,48,27/03/2026
LOAN003206,CUST002793,Vehicle,95407.67,14.49,240,22/06/2023
LOAN003207,CUST000704,Vehicle,269826.17,21.72,12,28/07/2023
LOAN003208,CUST001475,Vehicle,242847.24,17.73,240,28/12/2024
LOAN003209,CUST001677,Vehicle,463271.89,17.64,120,2022-03-31
LOAN003210,CUST001592,Personal,65299.38,17.3,36,03/04/2023
LOAN003211,CUST000730,Vehicle,522478.52,16.15,120,2022-01-14
LOAN003212,CUST002696,Personal,6561.54,9.89,12,25/04/2023
LOAN003213,CUST001370,Home,1504399.73,24.06,120,16/01/2025
LOAN003214,CUST001418,Personal,107065.61,23.63,60,21/11/2025
LOAN003215,CUST002954,Personal,34655.04,12.17,120,2024-01-09
LOAN003216,CUST002040,Personal,111195.86,22.65,60,2022-06-22
LOAN003217,CUST002888,Vehicle,424403.52,19.35,240,2023-07-17
LOAN003218,CUST000655,Vehicle,397254.55,11.13,120,2022-09-06
LOAN003219,CUST000052,Home,768324.96,19.14,360,2026-06-01
LOAN003220,CUST001007,Personal,76002.45,20.47,24,05/09/2024
LOAN003221,CUST002766,Vehicle,456820.59,23.99,24,2023-03-28
LOAN003222,CUST001251,Vehicle,153691.73,12.41,12,07/04/2025
LOAN003223,CUST002011,Vehicle,245389.71,16.46,60,2024-02-22
LOAN003224,CUST001192,Home,1296419.31,24.42,120,31/08/2021
LOAN003225,CUST000764,Vehicle,486504.92,16.4,120,2024-07-19
LOAN003226,CUST002209,Personal,44874.05,21.43,12,2026-05-25
LOAN003227,CUST000859,Vehicle,335941.13,11.98,36,2021-11-09
LOAN003228,CUST001361,Personal,126745.98,19.81,24,2023-05-27
LOAN003229,CUST000953,Home,718079.29,14.61,120,2022-05-24
LOAN003230,CUST002512,Personal,11797.15,24.13,24,22/04/2026
LOAN003231,CUST000334,Vehicle,229631.38,9.11,24,02/03/2024
LOAN003232,CUST000434,Personal,96911.6,21.83,24,03/08/2021
LOAN003233,CUST002946,Personal,71273.89,18.58,36,17/06/2023
LOAN003234,CUST000477,Vehicle,510627.84,20.66,24,2021-09-13
LOAN003235,CUST001110,Vehicle,132213.68,11.96,24,07/01/2026
LOAN003236,CUST001337,Vehicle,538592.6,7.97,60,2024-05-03
LOAN003237,CUST002431,Vehicle,228356.87,11.96,60,17/10/2025
LOAN003238,CUST000577,Vehicle,462348.95,13.62,48,08/04/2026
LOAN003239,CUST001256,Personal,100513.42,24.75,36,2022-06-29
LOAN003240,CUST001077,Home,1000273.91,21.65,120,14/08/2024
LOAN003241,CUST001488,Personal,131584.32,15.94,120,2022-06-17
LOAN003242,CUST001221,Home,572086.8,14.09,360,2022-08-22
LOAN003243,CUST001949,Vehicle,210001.16,23.65,12,07/04/2023
LOAN003244,CUST001790,Personal,16083.91,19.73,240,09/11/2025
LOAN003245,CUST001982,Home,671941.15,23.08,360,2026-01-20
LOAN003246,CUST001030,Vehicle,143430.59,22.04,36,2024-07-07
LOAN003247,CUST002936,Home,1992408.01,11.04,120,2024-05-22
LOAN003248,CUST000941,Home,616264.44,24.46,180,13/12/2025
LOAN003249,CUST001416,Personal,11317.21,11.27,48,15/01/2025
LOAN003250,CUST000962,Personal,141730.02,17.87,24,22/11/2025
LOAN003251,CUST002175,Home,1925272.82,13.44,120,2022-06-09
LOAN003252,CUST000735,Vehicle,563001.8,24.37,240,2022-04-19
LOAN003253,CUST001514,Personal,142387.08,22.79,240,2025-08-05
LOAN003254,CUST002370,Vehicle,373239.19,16.48,120,2021-09-18
LOAN003255,CUST001108,Vehicle,576211.98,10.66,60,2021-10-03
LOAN003256,CUST002632,Home,1508326.14,7.54,180,18/03/2024
LOAN003257,CUST001391,Personal,34068.76,10.77,36,12/04/2026
LOAN003258,CUST002441,Personal,32200.1,15.24,12,2026-03-12
LOAN003259,CUST000759,Home,1873508.29,12.56,180,15/07/2025
LOAN003260,CUST000101,Personal,125053.49,18.16,12,2023-02-06
LOAN003261,CUST000790,Vehicle,196985.31,11.35,48,31/12/2022
LOAN003262,CUST002040,Vehicle,420773.51,20.81,120,2023-04-14
LOAN003263,CUST001991,Home,1154635.15,9.57,120,2022-06-15
LOAN003264,CUST002211,Personal,137053.53,23.9,240,12/02/2024
LOAN003265,CUST002331,Vehicle,237709.82,24.71,12,2025-12-29
LOAN003266,CUST000723,Home,1993866.64,24.89,240,06/01/2024
LOAN003267,CUST002214,Home,1368465.61,11.16,180,2024-07-14
LOAN003268,CUST001662,Vehicle,265556.36,13.73,48,2026-06-22
LOAN003269,CUST000086,Personal,132488.02,20.57,36,03/02/2026
LOAN003270,CUST000399,Home,499128.32,14.27,180,07/03/2026
LOAN003271,CUST001581,Home,341656.08,22.47,180,18/02/2026
LOAN003272,CUST002634,Home,706563.7,11.62,360,05/04/2024
LOAN003273,CUST001500,Home,1688972.31,16.25,240,24/06/2023
LOAN003274,CUST000319,Personal,129843.32,16.83,60,2023-10-08
LOAN003275,CUST000464,Home,1750565.01,9.12,240,2022-02-20
LOAN003276,CUST000632,Vehicle,454444.45,14.12,12,2024-04-17
LOAN003277,CUST002282,Home,362997.67,20.08,240,2023-03-26
LOAN003278,CUST001336,Vehicle,159251.39,12.4,24,14/05/2023
LOAN003279,CUST001541,Home,1584249.41,11.37,360,2022-09-29
LOAN003280,CUST000846,Home,804721.06,14.2,120,2025-08-03
LOAN003281,CUST000836,Home,1873215.28,15.17,180,29/06/2022
LOAN003282,CUST000686,Home,1773769.35,14.62,180,22/07/2023
LOAN003283,CUST001137,Home,817024.46,21.5,120,30/04/2023
LOAN003284,CUST000178,Personal,114638.63,13.76,120,28/01/2026
LOAN003285,CUST002181,Home,550444.11,8.42,360,05/02/2026
LOAN003286,CUST001631,Personal,74931.55,8.2,120,2025-07-22
LOAN003287,CUST000284,Home,1666124.41,9.39,180,2026-01-15
LOAN003288,CUST002470,Personal,55456.71,13.95,60,2025-01-17
LOAN003289,CUST001147,Personal,116974.69,21.62,36,10/09/2025
LOAN003290,CUST002619,Personal,18541.29,15.6,24,2022-01-19
LOAN003291,CUST002097,Vehicle,93910.11,11.69,240,15/02/2024
LOAN003292,CUST001069,Home,1396317.35,13.08,360,30/10/2024
LOAN003293,CUST001065,Home,1063216.76,9.81,360,22/02/2023
LOAN003294,CUST001243,Personal,96646.81,11.21,240,2024-02-28
LOAN003295,CUST002753,Home,1175723.38,16.69,360,2024-05-24
LOAN003296,CUST001766,Vehicle,528161.88,23.29,240,07/03/2024
LOAN003297,CUST001367,Personal,115629.47,16.72,12,04/07/2023
LOAN003298,CUST001529,Home,1622138.53,9.38,240,2024-04-02
LOAN003299,CUST000291,Vehicle,227369.82,18.74,48,2022-07-22
LOAN003300,CUST000035,Home,667815.05,20.1,120,21/02/2023
LOAN003301,CUST002292,Vehicle,118344.27,22.24,240,08/10/2023
LOAN003302,CUST001542,Home,646646.77,8.83,180,2022-07-16
LOAN003303,CUST002547,Personal,46834.06,24.17,12,2026-03-18
LOAN003304,CUST000235,Vehicle,230266.35,11.18,120,31/08/2023
LOAN003305,CUST000630,Home,324155.14,19.84,180,15/09/2023
LOAN003306,CUST000139,Personal,15272.63,20.56,24,21/12/2021
LOAN003307,CUST001880,Personal,94770.78,17.78,240,06/09/2021
LOAN003308,CUST001705,Home,698017.7,21.45,120,2022-01-29
LOAN003309,CUST000346,Home,587968.11,8.25,120,29/04/2024
LOAN003310,CUST000212,Vehicle,310110.94,7.53,36,25/07/2024
LOAN003311,CUST002823,Personal,14133.42,21.12,120,26/01/2023
LOAN003312,CUST002158,Vehicle,276522.3,23.34,12,2026-06-13
LOAN003313,CUST000026,Home,1149366.35,23.49,120,2025-05-11
LOAN003314,CUST000894,Personal,110110.73,22.71,240,2025-05-11
LOAN003315,CUST002237,Home,1566838.3,23.31,120,01/01/2025
LOAN003316,CUST001565,Vehicle,385771.49,23.44,12,29/02/2024
LOAN003317,CUST000451,Vehicle,113684.04,12.4,240,08/10/2021
LOAN003318,CUST000940,Personal,16826.65,22.05,48,2026-03-23
LOAN003319,CUST000554,Vehicle,278189.76,23.37,240,28/01/2023
LOAN003320,CUST000258,Vehicle,311954.83,23.13,12,15/06/2024
LOAN003321,CUST001235,Personal,130806.47,21.19,240,29/12/2025
LOAN003322,CUST002933,Home,1952504.29,8.96,180,2024-03-27
LOAN003323,CUST002849,Home,747736.71,15.62,240,19/09/2024
LOAN003324,CUST001206,Vehicle,591095.99,9.96,24,15/03/2025
LOAN003325,CUST000735,Vehicle,207456.11,11.45,36,12/03/2024
LOAN003326,CUST002812,Vehicle,338823.42,24.23,12,2021-10-18
LOAN003327,CUST002612,Personal,27412.87,9.77,60,2023-01-21
LOAN003328,CUST001894,Personal,117831.33,12.37,120,2022-06-29
LOAN003329,CUST002519,Personal,78990.66,8.57,24,23/04/2026
LOAN003330,CUST001710,Vehicle,380877.17,14.31,48,28/10/2021
LOAN003331,CUST002666,Home,943181.39,12.93,360,2025-08-17
LOAN003332,CUST001220,Vehicle,336232.91,21.8,48,12/11/2025
LOAN003333,CUST001248,Home,1949170.38,23.32,240,14/03/2025
LOAN003334,CUST000456,Home,1909198.33,13.5,360,22/02/2024
LOAN003335,CUST000715,Personal,72510.55,16.57,240,11/06/2022
LOAN003336,CUST001547,Personal,26173.16,14.92,48,23/05/2023
LOAN003337,CUST001250,Home,1208301.25,20.87,360,02/01/2025
LOAN003338,CUST000775,Home,882695.28,23.02,120,2026-01-17
LOAN003339,CUST001576,Vehicle,521890.73,14.73,24,19/01/2022
LOAN003340,CUST000881,Home,642117.83,9.87,180,2026-03-29
LOAN003341,CUST001588,Home,865931.24,14.76,240,2025-12-15
LOAN003342,CUST001702,Personal,117257.96,21.7,240,26/01/2025
LOAN003343,CUST000022,Vehicle,409884.79,24.43,120,2021-12-04
LOAN003344,CUST002604,Vehicle,184953.94,15.62,240,26/07/2022
LOAN003345,CUST001974,Personal,119888.99,24.39,48,2022-08-01
LOAN003346,CUST002608,Home,495839.81,14.12,120,2024-09-18
LOAN003347,CUST000301,Personal,15024.37,9.47,60,23/08/2021
LOAN003348,CUST001542,Vehicle,379964.9,11.01,12,06/02/2026
LOAN003349,CUST002481,Vehicle,308369.18,20.61,120,2022-07-31
LOAN003350,CUST002281,Personal,131404.23,21.93,60,2024-12-15
LOAN003351,CUST000146,Personal,98447.08,9.92,12,10/02/2026
LOAN003352,CUST002318,Personal,25057.31,12.53,48,03/08/2021
LOAN003353,CUST002156,Vehicle,84430.81,10.51,120,2022-09-30
LOAN003354,CUST002847,Personal,131343.6,18.66,24,2025-07-27
LOAN003355,CUST002445,Home,1569226.34,16.25,180,27/08/2025
LOAN003356,CUST001769,Personal,45066.58,20.05,24,29/05/2026
LOAN003357,CUST001054,Personal,90828.36,20.21,240,2026-06-03
LOAN003358,CUST001692,Home,1160560.45,16.15,120,2025-08-19
LOAN003359,CUST000210,Vehicle,242747.93,13.69,36,25/05/2023
LOAN003360,CUST002002,Vehicle,491056.42,22.76,36,2025-09-08
LOAN003361,CUST001251,Vehicle,508269.8,13.31,120,14/10/2021
LOAN003362,CUST001179,Vehicle,172824.09,13.41,240,06/04/2022
LOAN003363,CUST000039,Personal,110572.23,9.46,12,11/10/2022
LOAN003364,CUST001318,Personal,20879.79,21.42,60,08/11/2024
LOAN003365,CUST001803,Personal,87051.28,19.74,36,26/11/2025
LOAN003366,CUST000881,Home,1959998.78,11.62,180,24/08/2023
LOAN003367,CUST002752,Personal,139326.34,18.44,120,2024-05-16
LOAN003368,CUST002699,Vehicle,181572.26,10.69,36,25/10/2025
LOAN003369,CUST000433,Home,1072531.74,10.56,180,24/08/2024
LOAN003370,CUST000131,Personal,50160.99,9.64,240,2022-07-29
LOAN003371,CUST000974,Vehicle,262548.88,19.11,48,20/11/2025
LOAN003372,CUST002589,Vehicle,232871.89,10.57,60,10/03/2025
LOAN003373,CUST002030,Personal,54270.02,22.91,60,27/11/2022
LOAN003374,CUST002493,Personal,71353.41,11.25,120,2024-12-17
LOAN003375,CUST000714,Personal,137527.46,13.26,240,2023-08-12
LOAN003376,CUST000816,Vehicle,300755.73,19.22,36,2023-08-08
LOAN003377,CUST002525,Personal,67416.85,9.96,60,07/12/2022
LOAN003378,CUST000628,Vehicle,327335.38,19.1,36,31/12/2025
LOAN003379,CUST000561,Home,834634.79,8.32,360,01/08/2025
LOAN003380,CUST002429,Vehicle,279590.46,9.31,60,2023-12-20
LOAN003381,CUST001351,Vehicle,463880.53,17.34,60,08/07/2024
LOAN003382,CUST000407,Home,785578.82,20.83,180,2024-08-24
LOAN003383,CUST001279,Personal,51377.04,24.28,36,2023-07-06
LOAN003384,CUST002936,Home,512809.36,19.56,360,2024-12-27
LOAN003385,CUST002805,Vehicle,209907.97,13.93,24,2023-10-11
LOAN003386,CUST001752,Vehicle,389241.05,21.75,12,29/10/2024
LOAN003387,CUST000985,Personal,33894.16,21.41,120,30/08/2022
LOAN003388,CUST001110,Personal,98957.85,12.86,36,2024-09-13
LOAN003389,CUST002767,Personal,5576.57,20.78,240,18/02/2022
LOAN003390,CUST001721,Vehicle,142975.09,21.8,36,02/01/2026
LOAN003391,CUST000717,Personal,77706.81,22.91,240,2023-12-20
LOAN003392,CUST001447,Personal,107339.62,15.56,120,20/06/2022
LOAN003393,CUST000096,Home,1070464.34,15.44,240,06/03/2023
LOAN003394,CUST000079,Home,1891783.45,16.47,240,17/03/2026
LOAN003395,CUST002525,Vehicle,104571.57,14.63,60,29/10/2022
LOAN003396,CUST001111,Vehicle,588529.46,22.56,48,30/11/2024
LOAN003397,CUST001065,Personal,31192.2,10.9,240,22/02/2026
LOAN003398,CUST001589,Vehicle,245543.45,8.37,240,2023-07-11
LOAN003399,CUST002000,Personal,85065.17,9.34,60,2024-03-15
LOAN003400,CUST002383,Vehicle,192072.5,18.49,120,2022-12-19
LOAN003401,CUST002290,Home,461652.98,22.13,180,2024-05-15
LOAN003402,CUST001362,Vehicle,146859.21,7.55,48,2022-02-05
LOAN003403,CUST002095,Home,1076219.86,8.06,120,25/02/2022
LOAN003404,CUST001686,Vehicle,469688.01,9.78,24,2025-08-12
LOAN003405,CUST001654,Home,1181162.84,22.68,120,30/11/2025
LOAN003406,CUST000342,Vehicle,184476.23,22.22,24,29/03/2026
LOAN003407,CUST002771,Home,496725.53,24.03,360,2024-04-17
LOAN003408,CUST000257,Home,719964.62,9.12,240,2024-01-06
LOAN003409,CUST000452,Home,1791657.25,14.17,240,2022-03-11
LOAN003410,CUST001694,Home,462586.5,10.5,180,2026-06-19
LOAN003411,CUST001368,Vehicle,143171.6,7.91,240,2023-11-15
LOAN003412,CUST002600,Home,1513132.45,24.22,360,07/02/2022
LOAN003413,CUST001248,Home,1397727.11,19.83,240,2022-09-09
LOAN003414,CUST002519,Personal,79715.89,24.56,24,2025-08-31
LOAN003415,CUST002226,Personal,114930.91,23.85,60,22/06/2022
LOAN003416,CUST000267,Home,1829772.02,13.42,180,2025-04-26
LOAN003417,CUST001324,Home,944716.43,19.56,360,14/07/2025
LOAN003418,CUST001964,Vehicle,490385.51,22.89,36,2022-10-03
LOAN003419,CUST002125,Personal,49648.88,22.04,120,2024-08-04
LOAN003420,CUST000555,Home,448363.37,18.13,360,21/09/2023
LOAN003421,CUST001725,Home,923363.56,21.73,120,2022-04-08
LOAN003422,CUST002786,Personal,134335.2,15.97,48,02/07/2024
LOAN003423,CUST000832,Home,356901.74,17.69,240,2021-10-07
LOAN003424,CUST000226,Vehicle,176725.24,23.2,120,2026-02-27
LOAN003425,CUST001374,Vehicle,403580.33,20.32,24,2025-05-03
LOAN003426,CUST002816,Home,492700.91,20.2,180,2022-06-30
LOAN003427,CUST001153,Personal,35618.95,23.18,48,08/08/2022
LOAN003428,CUST002082,Personal,127169.24,16.17,60,17/02/2023
LOAN003429,CUST002563,Vehicle,261821.26,19.76,60,13/05/2024
LOAN003430,CUST000350,Vehicle,444296.66,9.22,48,2026-03-26
LOAN003431,CUST002652,Home,1322747.44,22.59,120,2023-03-31
LOAN003432,CUST002616,Home,1843422.5,19.99,180,29/03/2026
LOAN003433,CUST000837,Personal,8008.91,24.0,120,06/02/2026
LOAN003434,CUST002221,Vehicle,350516.71,24.4,48,16/04/2023
LOAN003435,CUST001356,Personal,7572.34,8.55,240,2022-07-21
LOAN003436,CUST001117,Personal,132343.46,20.64,12,2024-09-25
LOAN003437,CUST000914,Vehicle,518831.18,11.26,240,2023-06-29
LOAN003438,CUST002917,Vehicle,307366.2,24.72,24,27/04/2022
LOAN003439,CUST002785,Vehicle,220646.35,17.37,120,01/01/2023
LOAN003440,CUST002224,Personal,48648.4,15.23,48,2021-11-17
LOAN003441,CUST000624,Personal,105739.31,9.48,48,2022-06-21
LOAN003442,CUST002955,Home,845472.0,11.44,240,2022-07-10
LOAN003443,CUST002802,Home,1888655.72,22.8,180,20/10/2024
LOAN003444,CUST000131,Personal,147079.76,16.54,12,22/09/2023
LOAN003445,CUST000719,Vehicle,585636.3,12.37,12,07/11/2025
LOAN003446,CUST002011,Personal,36164.15,20.08,24,2021-11-27
LOAN003447,CUST001198,Personal,34660.78,22.89,12,10/10/2022
LOAN003448,CUST001612,Personal,121272.25,10.33,240,2024-03-01
LOAN003449,CUST002981,Home,1097387.52,9.96,240,2024-04-21
LOAN003450,CUST002220,Personal,10084.13,20.84,36,2022-04-09
LOAN003451,CUST000082,Vehicle,329674.74,20.24,36,23/04/2026
LOAN003452,CUST002816,Vehicle,196954.4,8.55,36,04/11/2021
LOAN003453,CUST002638,Vehicle,548174.04,24.44,120,07/12/2024
LOAN003454,CUST001438,Personal,93497.77,15.93,36,01/08/2023
LOAN003455,CUST000668,Home,1203190.24,22.04,360,2024-03-12
LOAN003456,CUST002770,Home,1483705.03,22.89,120,10/08/2024
LOAN003457,CUST002844,Personal,30800.64,18.91,24,2022-05-27
LOAN003458,CUST002609,Home,1562891.84,7.7,360,2026-02-26
LOAN003459,CUST001134,Personal,98769.1,12.83,24,2023-05-22
LOAN003460,CUST002865,Home,1741102.37,24.37,120,2022-04-09
LOAN003461,CUST001175,Vehicle,472451.52,14.87,48,28/01/2022
LOAN003462,CUST002214,Vehicle,422517.6,14.71,240,18/09/2022
LOAN003463,CUST000793,Vehicle,221305.7,19.66,120,2023-06-11
LOAN003464,CUST001650,Personal,109646.29,16.22,240,2024-05-02
LOAN003465,CUST002012,Vehicle,273521.67,16.74,120,27/07/2025
LOAN003466,CUST000879,Home,1479207.48,7.57,240,2025-05-07
LOAN003467,CUST000912,Home,1011535.21,9.74,120,2022-02-25
LOAN003468,CUST000671,Home,930090.98,14.84,180,02/09/2022
LOAN003469,CUST001152,Personal,105371.08,22.09,60,28/08/2024
LOAN003470,CUST001174,Home,1399674.87,20.9,120,2024-05-03
LOAN003471,CUST001038,Vehicle,155654.07,16.05,120,05/12/2021
LOAN003472,CUST000244,Personal,34208.04,15.87,60,2024-10-04
LOAN003473,CUST002933,Personal,12098.73,16.69,240,17/01/2026
LOAN003474,CUST002510,Home,1081701.31,15.82,360,2026-03-06
LOAN003475,CUST002511,Vehicle,412618.94,20.82,240,2024-09-26
LOAN003476,CUST002269,Vehicle,311976.03,16.42,48,15/12/2022
LOAN003477,CUST001833,Vehicle,259658.9,11.16,12,06/08/2024
LOAN003478,CUST000582,Vehicle,261268.16,11.84,120,2023-10-12
LOAN003479,CUST001966,Home,1379465.76,16.96,180,31/03/2025
LOAN003480,CUST002142,Personal,111249.44,7.94,60,04/12/2024
LOAN003481,CUST000723,Vehicle,563371.7,17.84,36,30/07/2024
LOAN003482,CUST001673,Personal,83471.48,19.03,24,07/04/2023
LOAN003483,CUST001872,Personal,82517.87,20.39,48,05/06/2026
LOAN003484,CUST002873,Vehicle,428758.11,17.97,24,2023-10-21
LOAN003485,CUST002361,Vehicle,103611.61,15.12,120,02/02/2026
LOAN003486,CUST000136,Vehicle,375634.48,13.79,24,27/04/2022
LOAN003487,CUST001589,Home,1021592.58,9.54,180,2024-03-16
LOAN003488,CUST000770,Personal,26956.73,14.28,48,2023-05-04
LOAN003489,CUST001675,Vehicle,137735.88,20.62,60,2022-04-11
LOAN003490,CUST001936,Personal,25478.51,10.68,36,12/09/2024
LOAN003491,CUST001626,Home,1319011.15,18.99,180,04/06/2022
LOAN003492,CUST001225,Personal,6630.56,22.18,120,29/04/2026
LOAN003493,CUST002412,Vehicle,94048.49,23.39,60,25/06/2026
LOAN003494,CUST002642,Home,1885834.72,21.37,240,26/11/2025
LOAN003495,CUST000118,Vehicle,533041.37,12.9,60,18/05/2023
LOAN003496,CUST000925,Vehicle,333642.48,22.05,36,01/09/2021
LOAN003497,CUST000411,Personal,148752.76,19.96,48,12/07/2025
LOAN003498,CUST000584,Home,1275582.6,10.1,360,2022-04-10
LOAN003499,CUST000347,Vehicle,277008.49,20.66,120,30/10/2023
LOAN003500,CUST000557,Personal,39356.69,15.51,12,23/01/2025
LOAN003501,CUST002505,Vehicle,518032.99,15.68,240,25/03/2024
LOAN003502,CUST000444,Vehicle,439777.46,11.89,36,2022-09-06
LOAN003503,CUST002113,Vehicle,85080.18,23.0,48,2023-07-18
LOAN003504,CUST000027,Personal,115442.66,8.45,240,12/09/2025
LOAN003505,CUST001499,Vehicle,435721.23,16.72,36,21/04/2023
LOAN003506,CUST000589,Vehicle,424080.93,22.58,240,14/03/2026
LOAN003507,CUST000521,Home,1041420.26,9.17,180,21/08/2023
LOAN003508,CUST002687,Home,622210.75,8.99,240,15/08/2023
LOAN003509,CUST002260,Home,638427.47,8.88,180,05/03/2025
LOAN003510,CUST002701,Vehicle,330444.77,19.22,36,01/10/2023
LOAN003511,CUST000855,Vehicle,516529.03,14.65,240,2023-06-24
LOAN003512,CUST001194,Vehicle,349825.79,8.21,48,2023-05-10
LOAN003513,CUST002368,Personal,70739.76,21.33,48,2023-03-03
LOAN003514,CUST002128,Vehicle,148814.58,17.64,48,12/07/2023
LOAN003515,CUST002629,Personal,78270.49,10.76,240,14/02/2025
LOAN003516,CUST001571,Personal,57289.67,22.54,36,2022-07-31
LOAN003517,CUST001076,Vehicle,419358.16,19.71,12,19/08/2022
LOAN003518,CUST002260,Vehicle,249493.45,8.68,60,04/07/2022
LOAN003519,CUST001447,Home,1310201.06,24.73,360,10/07/2022
LOAN003520,CUST000211,Personal,95219.83,19.46,240,11/11/2025
LOAN003521,CUST001635,Home,820290.38,14.12,240,2024-10-22
LOAN003522,CUST001608,Personal,129395.61,24.84,36,11/08/2024
LOAN003523,CUST000568,Home,1781728.85,22.12,120,2025-12-29
LOAN003524,CUST001773,Home,971045.32,22.05,360,06/04/2024
LOAN003525,CUST001478,Personal,147754.12,18.7,240,28/04/2025
LOAN003526,CUST002347,Home,1214305.25,19.67,360,2023-07-29
LOAN003527,CUST001891,Vehicle,333507.21,10.14,24,2024-09-25
LOAN003528,CUST002321,Vehicle,122977.52,20.24,240,13/08/2022
LOAN003529,CUST001115,Personal,90911.02,16.15,240,05/04/2022
LOAN003530,CUST000305,Personal,41418.83,21.65,12,2022-02-06
LOAN003531,CUST001987,Personal,68343.98,15.33,24,2024-10-10
LOAN003532,CUST000997,Personal,142514.64,9.2,60,16/01/2023
LOAN003533,CUST000850,Home,724813.94,12.87,120,2025-08-30
LOAN003534,CUST000629,Personal,111981.95,21.47,120,17/05/2025
LOAN003535,CUST002177,Home,1828098.12,8.09,360,19/08/2024
LOAN003536,CUST002359,Vehicle,267359.57,18.94,60,2021-10-25
LOAN003537,CUST000380,Vehicle,273683.01,22.35,12,20/08/2022
LOAN003538,CUST001860,Personal,104266.64,16.9,36,2024-04-12
LOAN003539,CUST002537,Home,1943271.47,23.62,240,2022-05-03
LOAN003540,CUST001424,Home,1965781.5,19.15,120,2023-06-16
LOAN003541,CUST001035,Home,990782.88,9.42,240,2024-02-10
LOAN003542,CUST000580,Personal,5540.69,23.35,48,15/06/2022
LOAN003543,CUST002733,Home,915460.65,13.29,240,30/09/2023
LOAN003544,CUST002476,Personal,77155.68,18.3,36,24/12/2024
LOAN003545,CUST000544,Vehicle,198889.27,11.55,36,2023-06-19
LOAN003546,CUST002515,Home,948035.89,18.74,240,05/11/2024
LOAN003547,CUST001655,Personal,50247.73,11.29,24,29/11/2022
