LoanID,DefaultFlag,DefaultDate
LOAN003946,No,
LOAN003947,No,
LOAN003948,No,
LOAN003949,No,
LOAN003950,No,
LOAN003951,No,
LOAN003952,No,
LOAN003953,Yes,2025-03-03
LOAN003954,No,
LOAN003955,No,
LOAN003956,No,
LOAN003957,No,
LOAN003958,No,
LOAN003959,No,
LOAN003960,No,
LOAN003961,No,
LOAN003962,No,
LOAN003963,Yes,06/12/2026
LOAN003964,No,
LOAN003965,No,
LOAN003966,No,
LOAN003967,No,
LOAN003968,No,
LOAN003969,Yes,05/05/2025
LOAN003970,No,
LOAN003971,No,
LOAN003972,No,
LOAN003973,No,
LOAN003974,No,
LOAN003975,No,
LOAN003976,No,
LOAN003977,No,
LOAN003978,No,
LOAN003979,No,
LOAN003980,No,
LOAN003981,No,
LOAN003982,No,
LOAN003983,No,
LOAN003984,No,
LOAN003985,No,
LOAN003986,No,
LOAN003987,No,
LOAN003988,No,
LOAN003989,No,
LOAN003990,No,
LOAN003991,No,
LOAN003992,No,
LOAN003993,No,
LOAN003994,No,
LOAN003995,No,
LOAN003996,No,
LOAN003997,No,
LOAN003998,Yes,2026-01-26
LOAN003999,No,
LOAN004000,No,
LOAN004001,No,
LOAN004002,No,
LOAN004003,No,
LOAN004004,No,
LOAN004005,No,
LOAN004006,No,
LOAN004007,No,
LOAN004008,Yes,2025-06-06
LOAN004009,No,
LOAN004010,Yes,2024-02-12
LOAN004011,No,
LOAN004012,No,
LOAN004013,No,
LOAN004014,No,
LOAN004015,No,
LOAN004016,No,
LOAN004017,No,
LOAN004018,No,
LOAN004019,No,
LOAN004020,No,
LOAN004021,No,
LOAN004022,No,
LOAN004023,No,
LOAN004024,No,
LOAN004025,No,
LOAN004026,No,
LOAN004027,No,
LOAN004028,No,
LOAN004029,No,
LOAN004030,No,
LOAN004031,No,
LOAN004032,No,
LOAN004033,No,
LOAN004034,No,
LOAN004035,No,
LOAN004036,No,
LOAN004037,No,
LOAN004038,No,
LOAN004039,No,
LOAN004040,No,
LOAN004041,No,
LOAN004042,No,
LOAN004043,No,
LOAN004044,No,
LOAN004045,No,
LOAN004046,No,
LOAN004047,No,
LOAN004048,No,
LOAN004049,No,
LOAN004050,No,
LOAN004051,No,
LOAN004052,No,
LOAN004053,No,
LOAN004054,Yes,2023-10-09
LOAN004055,No,
LOAN004056,No,
LOAN004057,No,
LOAN004058,No,
LOAN004059,No,
LOAN004060,No,
LOAN004061,No,
LOAN004062,No,
LOAN004063,No,
LOAN004064,No,
LOAN004065,No,
LOAN004066,No,
LOAN004067,No,
LOAN004068,No,
LOAN004069,No,
LOAN004070,No,
LOAN004071,No,
LOAN004072,No,
LOAN004073,No,
LOAN004074,No,
LOAN004075,No,
LOAN004076,No,
LOAN004077,No,
LOAN004078,Yes,10/10/2027
LOAN004079,No,
LOAN004080,No,
LOAN004081,No,
LOAN004082,No,
LOAN004083,No,
LOAN004084,No,
LOAN004085,No,
LOAN004086,No,
LOAN004087,No,
LOAN004088,Yes,18/07/2023
LOAN004089,No,
LOAN004090,No,
LOAN004091,No,
LOAN004092,Yes,24/08/2026
LOAN004093,No,
LOAN004094,Yes,20/12/2026
LOAN004095,No,
LOAN004096,No,
LOAN004097,Yes,2028-07-20
LOAN004098,No,
LOAN004099,No,
LOAN004100,No,
LOAN004101,No,
LOAN004102,No,
LOAN004103,No,
LOAN004104,Yes,2024-02-19
LOAN004105,Yes,03/04/2026
LOAN004106,No,
LOAN004107,No,
LOAN004108,No,
LOAN004109,No,
LOAN004110,No,
LOAN004111,No,
LOAN004112,No,
LOAN004113,No,
LOAN004114,No,
LOAN004115,No,
LOAN004116,No,
LOAN004117,No,
LOAN004118,No,
LOAN004119,No,
LOAN004120,No,
LOAN004121,No,
LOAN004122,No,
LOAN004123,No,
LOAN004124,No,
LOAN004125,No,
LOAN004126,No,
LOAN004127,No,
LOAN004128,No,
LOAN004129,No,
LOAN004130,No,
LOAN004131,No,
LOAN004132,Yes,11/02/2027
LOAN004133,No,
LOAN004134,No,
LOAN004135,No,
LOAN004136,No,
LOAN004137,No,
LOAN004138,No,
LOAN004139,Yes,14/04/2026
LOAN004140,Yes,2026-05-26
LOAN004141,No,
LOAN004142,No,
LOAN004143,No,
LOAN004144,No,
LOAN004145,No,
LOAN004146,No,
LOAN004147,No,
LOAN004148,No,
LOAN004149,No,
LOAN004150,No,
LOAN004151,No,
LOAN004152,No,
LOAN004153,No,
LOAN004154,No,
LOAN004155,No,
LOAN004156,No,
LOAN004157,No,
LOAN004158,No,
LOAN004159,No,
LOAN004160,No,
LOAN004161,No,
LOAN004162,No,
LOAN004163,No,
LOAN004164,No,
LOAN004165,No,
LOAN004166,No,
LOAN004167,No,
LOAN004168,No,
LOAN004169,No,
LOAN004170,No,
LOAN004171,No,
LOAN004172,No,
LOAN004173,No,
LOAN004174,No,
LOAN004175,No,
LOAN004176,No,
LOAN004177,No,
LOAN004178,No,
LOAN004179,No,
LOAN004180,No,
LOAN004181,No,
LOAN004182,No,
LOAN004183,Yes,11/10/2026
LOAN004184,No,
LOAN004185,No,
LOAN004186,No,
LOAN004187,No,
LOAN004188,No,
LOAN004189,No,
LOAN004190,No,
LOAN004191,Yes,12/10/2026
LOAN004192,No,
LOAN004193,No,
LOAN004194,No,
LOAN004195,No,
LOAN004196,No,
LOAN004197,No,
LOAN004198,No,
LOAN004199,No,
LOAN004200,No,
